id;nazov;kategoria;verdikt;dovod;navrh_nahrady
celozrnne-vlockove-zemle;Celozrnné vločkové žemličky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 3275 znakov, 17 % ingrediencií bez množstva);
celozrnny-toast-s-hummusom-a-zeleninou;Celozrnný toast s hummusom a zeleninou;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Celozrnný toast s hummusom a zeleninou""";Hummus (BBC Good Food)
celozrnny-toastovy-chlieb;Celozrnný toastový chlieb;Pečivo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Celozrnný toast s hummusom a zeleninou"" (id=celozrnny-toast-s-hummusom-a-zeleninou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
ceresnovo-matovy-lekvar;Čerešnovo-mätový lekvár;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 2874 znakov, 20 % ingrediencií bez množstva);
cesnakova-kremova-polievka-so-syrom;Cesnaková krémová polievka so syrom;Polievka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Smotana kyslá 16%', 'Chlebové krutóny', 'Gustin na prípadné zahustenie';
cesnakova-natierka-s-bazalkou-a-olivovym-olejom;Cesnaková nátierka s bazalkou a olivovým olejom;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bylinkovo-cesnaková nátierka na chlieb"" (id=bylinkovo-cesnakova-natierka-na-chlieb), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cesnakova-natierka-so-smotanovym-syrom;Cesnaková nátierka so smotanovým syrom;Nátierka;VYHODIT;"Slabý postup (3 krokov, 260 znakov; medián DB je 689); 40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup";
cesnakova-polievka;Cesnaková polievka;Polievka;VYHODIT;43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup;
cesnakove-placky-z-ovsenych-vlociek;Cesnakové placky z ovsených vločiek;Hlavné jedlo;VYHODIT;"40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Kukurica v konzerve', 'Korenie gyros'";
cesnakove-rozky-s-bylinkovym-maslom;Cesnakové rožky s bylinkovým maslom;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 696 znakov, 0 % ingrediencií bez množstva);
cesnakove-trojuholnicky;Cesnakové trojuholníčky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 510 znakov, 9 % ingrediencií bez množstva);
cesnakovo-syrovy-chlieb-na-panvici;Cesnakovo-syrový chlieb na panvici;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 682 znakov, 22 % ingrediencií bez množstva);
cesnakovo-vajickova-natierka;Cesnakovo-vajíčková nátierka;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 499 znakov, 25 % ingrediencií bez množstva);
cesnakovy-chlieb;Cesnakový chlieb s bylinkami;Pečivo;VYHODIT;"38 % ingrediencií (5/13) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Drvená pohánka', 'Ľan'";
cestovina-s-bobom-slaninkou-a-rukolou;Cestovina s bôbom, slaninkou a rukolou;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 990 znakov, 22 % ingrediencií bez množstva);
cestovina-s-dusenym-kalerabom;Cestovina s duseným kalerábom;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 621 znakov, 25 % ingrediencií bez množstva);
cestovinovy-salat-pesto-cherry;Cestovinový šalát s pestom a cherry paradajkami;Cestoviny;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Cestovinový šalát s pestom a cherry paradajkami"" + 2 surovín s výskytom najviac 2× v celej DB: 'Paradajky cherry žlté', 'Paradajky cherry červené'";Pesto alla Genovese (BBC Good Food)
cestovinovy-salat-s-kuracim-masom;Cestovinový šalát s kuracím mäsom a zeleninou;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Cestoviny Ideál kolienka', 'Nakladaný chren';
cestovinovy-salat-s-lososom;Cestovinový šalát s lososom;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 753 znakov, 33 % ingrediencií bez množstva);
cestovinovy-salat-s-mozzarellou-cucoriedkami-a-ribezlami;Cestovinový šalát s mozzarellou, čučoriedkami a ríbezľami;Cestoviny;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Cestovina pappardelle', 'Mozarella', 'Ríbezle';
cestovinovy-salat-s-tuniakom;Cestovinový šalát s tuniakom;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 547 znakov, 22 % ingrediencií bez množstva);
cestovinovy-salat-s-udenym-tofu;Cestovinový šalát s údeným tofu;Šalát;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Bezlepkové cestoviny', 'Jogurt biely kokosový', 'Korenie na tzatziky';
cestovinovy-salatik-s-krabimi-tycinkami;Cestovinový šalátik s krabími tyčinkami;Cestoviny;VYHODIT;"38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Krabie tyčinky', 'Koreniny'";
cestoviny-aglio-e-olio;Cestoviny Aglio e Olio;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Spaghetti', 'Paprička chili';
cestoviny-amatriciana;Bucatini all'amatriciana;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Guanciale', 'Syr pecorino';
cestoviny-hubova-smotanova;Cestoviny v hubovej smotanovej omáčke;Cestoviny;VYHODIT;40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup;
cestoviny-na-sposob-pizze;Cestoviny na spôsob pizze;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 793 znakov, 7 % ingrediencií bez množstva);
cestoviny-pesto-genovese;Cestoviny s pestom genovese;Cestoviny;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Cestoviny s pestom genovese"" + 2 surovín s výskytom najviac 2× v celej DB: 'Vajca domáce väčšie', 'Studenná voda'";Pesto alla Genovese (BBC Good Food)
cestoviny-quattro-formaggi;Cestoviny quattro formaggi;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 1349 znakov, 33 % ingrediencií bez množstva);
cestoviny-s-bravcovym-gulasom;Cestoviny s bravčovým gulášom;Cestoviny;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 398 znakov";
cestoviny-s-brokolicou-a-cesnakom;Cestoviny s brokolicou a cesnakom;Cestoviny;VYHODIT;43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup;
cestoviny-s-brokolicou-a-kuracim-masom;Cestoviny s brokolicou a kuracím mäsom v smotanovej omáčke;Cestoviny;VYHODIT;36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup;
cestoviny-s-brokolicou-cesnakom-a-citronom;Cestoviny s brokolicou, cesnakom a citrónom;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s brokolicou a cesnakom"" (id=cestoviny-s-brokolicou-a-cesnakom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-cesnakovymi-krevetami-a-citronom;Cestoviny s cesnakovými krevetami a citrónom (scampi);Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 2225 znakov, 23 % ingrediencií bez množstva);
cestoviny-s-cicerom-a-paradajkami;Cestoviny s cícerom a paradajkovou omáčkou;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Cestovina conchiglioni', 'Syr ricotta';
cestoviny-s-cicerom-a-rozmarinom;Cestoviny s cícerom a rozmarínom;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s pestom genovese"" (id=cestoviny-pesto-genovese), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-cuketou-a-citronom;Cestoviny s cuketou a citrónom;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 481 znakov, 33 % ingrediencií bez množstva);
cestoviny-s-cuketou-matou-a-fetou;Cestoviny s cuketou, mätou a fetou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s cuketou a citrónom"" (id=cestoviny-s-cuketou-a-citronom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-cviklovou-omackou;Cestoviny s cviklovou omáčkou;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 657 znakov, 25 % ingrediencií bez množstva);
cestoviny-s-fetou-a-cuketou;Cestoviny s fetou a cuketou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s cuketou a citrónom"" (id=cestoviny-s-cuketou-a-citronom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-hraskom-a-slaninou;Cestoviny s hráškom a slaninou;Cestoviny;VYHODIT;42 % ingrediencií (5/12) bez množstva – plánovač neurčí výživu ani nákup;
cestoviny-s-klobasou-a-paprikou;Cestoviny s klobásou a paprikou;Cestoviny;VYHODIT;38 % ingrediencií (5/13) bez množstva – plánovač neurčí výživu ani nákup;
cestoviny-s-krevetami-a-cesnakovym-maslom;Cestoviny s krevetami a cesnakovým maslom;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s cesnakovými krevetami a citrónom (scampi)"" (id=cestoviny-s-cesnakovymi-krevetami-a-citronom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-krevetami-v-paradajkovej;Cestoviny s krevetami v paradajkovej omáčke;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Oriešok muškátový čerstvo strúhaný', 'Korenie biele čerstvo mleté';
cestoviny-s-kuracim-a-paradajkovo-smotanovou;Cestoviny s kuracím mäsom a paradajkovo-smotanovou omáčkou;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 454 znakov, 33 % ingrediencií bez množstva);
cestoviny-s-kuracinkou-kukuricou-a-sampinonmi;Cestoviny s kuracinkou, kukuricou a šampiňónmi;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 551 znakov, 29 % ingrediencií bez množstva);
cestoviny-s-paradajkami;Cestoviny s paradajkami;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 730 znakov, 30 % ingrediencií bez množstva);
cestoviny-s-tekvicou-a-salviou;Cestoviny s tekvicou a šalviou;Cestoviny;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Hokkaido', 'Voda z cestovín', 'Hokkaido';
cestoviny-s-tekvicovymi-semienkami-a-fetou;Cestoviny s tekvicovými semienkami a fetou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny s tekvicou a šalviou"" (id=cestoviny-s-tekvicou-a-salviou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
cestoviny-s-tuniakom-a-citronom;Cestoviny s tuniakom a citrónom;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Kocka syrokrému', 'Tuniak v olivovom oleji';
cestoviny-s-tuniakom-a-olivami;Cestoviny s tuniakom a olivami;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1045 znakov, 22 % ingrediencií bez množstva);
cestoviny-so-sampionmi;Cestoviny so šampiňónmi na smotane;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1604 znakov, 27 % ingrediencií bez množstva);
cestoviny-so-spenatom-a-piniovymi-orieskami;Cestoviny so špenátom a píniovými orieškami;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 833 znakov, 20 % ingrediencií bez množstva);
cezar-salat-s-krevetami;Cézar šalát s krevetami;Šalát;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Cézar šalát s krevetami"" + slabý postup (3 krokov, 255 znakov; medián DB je 689)";Caesar Salad (BBC Good Food)
cezar-salat-s-kuracim-masom;Cézar šalát s kuracím mäsom;Šalát;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cézar šalát s krevetami"" (id=cezar-salat-s-krevetami), ktorý zostáva (dlhší postup / úplnejšie dáta)";
chana-masala;Chana Masala;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Rastlinná smotana', 'Chilli papričky';
cheesecake-s-proteinom;Cheesecake s proteínom;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Cheesecake s proteínom"" + 4 surovín s výskytom najviac 2× v celej DB: 'Jogurt zvolenský fit and free', 'Proteín vanilková príchuť', 'Sladidlo'";Baked Cheesecake (BBC Good Food)
chia-puding-s-ovocim;Chia puding s ovocím;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 671 znakov, 20 % ingrediencií bez množstva);
chlebik-a-provensalske-bylinky;Chlebík a provensálske bylinky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 472 znakov, 0 % ingrediencií bez množstva);
chlebik-z-pekarnicky-c-2;Chlebík z pekárničky č.2;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 592 znakov, 0 % ingrediencií bez množstva);
chlieb-bezlepkovy-a-zemle-asi-najjednoduchsie;Chlieb bezlepkový a žemle asi najjednoduchšie;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1216 znakov, 14 % ingrediencií bez množstva);
chlieb-so-semienkami;Chlieb so semienkami;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 941 znakov, 0 % ingrediencií bez množstva);
chlieb-so-sunkou-a-uhorkou;Chlieb so šunkou a uhorkou;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 855 znakov, 12 % ingrediencií bez množstva);
chlieb-so-syrom-a-paradajkou;Chlieb so syrom a paradajkou;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 1358 znakov, 0 % ingrediencií bez množstva);
chrenova-rozkova-omacka;Chrenová rožková omáčka;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 658 znakov, 33 % ingrediencií bez množstva);
chrumkave-domace-rozky-s-rascou;Chrumkavé domáce rožky s rascou;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (12 krokov / 1198 znakov, 18 % ingrediencií bez množstva);
chrumkave-kura;Chrumkavé kura;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 1182 znakov, 31 % ingrediencií bez množstva);
chutna-dusena-ryza;Chutná dusená ryža;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1164 znakov, 17 % ingrediencií bez množstva);
chutne-pizza-cestoviny;Chutné pizza cestoviny;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Chutné pizza cestoviny""";Pizza Margherita (BBC Good Food)
chutne-tvarohove-kolaciky;Chutné tvarohové koláčiky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 980 znakov, 0 % ingrediencií bez množstva);
cibulovy-kvaskovy-chlieb-z-liatinoveho-hrnca;Cibuľový kváskový chlieb z liatinového hrnca;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1810 znakov, 17 % ingrediencií bez množstva);
ciccerova-natierka-s-bazalkou;Cícerová nátierka s bazalkou;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Avokádovo-cícerová nátierka"" (id=avokadovo-cicerova-natierka), ktorý zostáva (dlhší postup / úplnejšie dáta)";
ciccerove-kari-vegetarianske;Cícerové kari (vegetariánske);Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Cícerové kari (vegetariánske)"" + 3 surovín s výskytom najviac 2× v celej DB: 'Suchý cícer', 'Očistený zázvor', 'Korenie Garamské Masala'";Chicken Curry (BBC Good Food)
cicerova-polievka-s-korenim;Cícerová polievka s korením;Polievka;VYHODIT;36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup;
cicerove-placky-snack;Cícerové placky (snack verzia);Snack;VYHODIT;"Slabý postup (3 krokov, 259 znakov; medián DB je 689)";
cicerovo-spenatova-prazenica;Cícerovo-špenátová praženica;Nátierka;VYHODIT;38 % ingrediencií (5/13) bez množstva – plánovač neurčí výživu ani nákup;
cicerovo-uhorkovy-salat-s-matou;Cícerovo-uhorkový šalát s mätou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 720 znakov, 17 % ingrediencií bez množstva);
cicerovy-salat-s-pecenou-paprikou;Cícerový šalát s pečenou paprikou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 787 znakov, 17 % ingrediencií bez množstva);
cicerovy-salat-s-uhorkou-a-paradajkou;Cícerový šalát s uhorkou a paradajkou;Šalát;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Uvarený cícer', 'Zelerové stonky', 'Cukrová kukurica';
cierno-biele-vanilkovo-cokoladove-mnamky-muffiny;Čierno-biele vanilkovo-čokoládové mňamky muffiny;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Čierno-biele vanilkovo-čokoládové mňamky muffiny""";Muffins (BBC Good Food)
cinska-soplova;Čínska „sopľová“;Polievka;VYHODIT;36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup;
cisarsky-trhanec;Cisársky trhanec;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 774 znakov, 17 % ingrediencií bez množstva);
citronovy-cheesecake-bez-pecenia;Citrónový cheesecake bez pečenia;Dezert;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Citrónový cheesecake bez pečenia""";Baked Cheesecake (BBC Good Food)
citronovy-kolac;Citrónový koláč;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 518 znakov, 30 % ingrediencií bez množstva);
citrusovy-brandy-royal;Citrusový Brandy Royal;Nápoj;VYHODIT;"Slabý postup (2 krokov, 255 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Llikér curaçao biely', 'Likér maraschino'";
cokoladova-pena-mousse;Čokoládová pena (mousse);Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 415 znakov, 33 % ingrediencií bez množstva);
cokoladova-torta-s-jahodami-a-ceresnami;Čokoládová torta s jahodami a čerešňami;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 592 znakov, 31 % ingrediencií bez množstva);
cokoladove-brownies;Čokoládové brownies;Dezert;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Čokoládové brownies"" + 38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup; 3 surovín s výskytom najviac 2× v celej DB: 'Čokoláda horká 80% kakaa', 'Zemiak sladký - batat', 'Bobuľovité ovocie'";Chocolate Brownies (BBC Good Food)
cokoladove-cestoviny-s-vanilkovou-omackou;Čokoládové cestoviny s vanilkovou omáčkou;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 967 znakov, 0 % ingrediencií bez množstva);
cokoladovo-vanilkove-muffiny;Čokoládovo-vanilkové muffiny;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Čokoládovo-vanilkové muffiny""";Muffins (BBC Good Food)
cokoladovy-fondant;Čokoládový fondant (lávový koláčik);Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (13 krokov / 5078 znakov, 25 % ingrediencií bez množstva);
